movie_title,actor_id,actor_name
The Manchurian Candidate,53650,Anthony Mackie
Déjà Vu,13333,Vanessa Redgrave
Hotel Transylvania 2,19292,Adam Sandler
Hotel Transylvania 2,884,Steve Buscemi
Hotel Transylvania 2,28640,Molly Shannon
Hotel Transylvania 2,71403,Rob Riggle
Hotel Transylvania 2,16165,Jon Lovitz
Fantasia 2000,67773,Steve Martin
Fantasia 2000,15152,James Earl Jones
The Time Machine,529,Guy Pearce
Mighty Joe Young,6885,Charlize Theron
Mighty Joe Young,1118,Rade Serbedzija
Mighty Joe Young,2053,Bill Paxton
Mighty Joe Young,9788,Regina King
Mighty Joe Young,19839,David Paymer
Mighty Joe Young,18262,Richard Riehle
Swordfish,8891,John Travolta
Swordfish,6968,Hugh Jackman
Swordfish,4587,Halle Berry
Swordfish,1896,Don Cheadle
Swordfish,9880,Sam Shepard
The Legend of Zorro,3131,Antonio Banderas
The Legend of Zorro,1922,Catherine Zeta-Jones
What Dreams May Come,2157,Robin Williams
What Dreams May Come,9777,Cuba Gooding Jr.
What Dreams May Come,2201,Max von Sydow
Little Nicky,19292,Adam Sandler
Little Nicky,1037,Harvey Keitel
Little Nicky,368,Reese Witherspoon
Little Nicky,16165,Jon Lovitz
The Brothers Grimm,1892,Matt Damon
The Brothers Grimm,53,Peter Stormare
The Brothers Grimm,378,Jonathan Pryce
The Brothers Grimm,17286,Lena Headey
Mars Attacks!,514,Jack Nicholson
Mars Attacks!,517,Pierce Brosnan
Mars Attacks!,518,Danny DeVito
Mars Attacks!,524,Natalie Portman
Mars Attacks!,70851,Jack Black
Mars Attacks!,18979,Christina Applegate
The Edge,7447,Alec Baldwin
The Edge,4173,Anthony Hopkins
Surrogates,62,Bruce Willis
Surrogates,2505,James Cromwell
Surrogates,10182,Ving Rhames
Thirteen Days,1269,Kevin Costner
Thirteen Days,21089,Bruce Greenwood
Thirteen Days,19152,Dylan Baker
Daylight,16483,Sylvester Stallone
Daylight,110,Viggo Mortensen
Daylight,6486,Dan Hedaya
Walking With Dinosaurs,15033,Justin Long
Walking With Dinosaurs,1372,Karl Urban
Walking With Dinosaurs,5723,John Leguizamo
Battlefield Earth,8891,John Travolta
Battlefield Earth,12834,Barry Pepper
Battlefield Earth,2178,Forest Whitaker
Looney Tunes: Back in Action,18269,Brendan Fraser
Looney Tunes: Back in Action,67773,Steve Martin
Looney Tunes: Back in Action,3234,Joan Cusack
Looney Tunes: Back in Action,2372,Ron Perlman
Looney Tunes: Back in Action,26457,Matthew Lillard
Nine,5309,Judi Dench
Nine,955,Penélope Cruz
Nine,2227,Nicole Kidman
Nine,11661,Kate Hudson
Timeline,8167,Paul Walker
Timeline,17276,Gerard Butler
Timeline,11207,David Thewlis
Timeline,3968,Michael Sheen
Timeline,20982,Marton Csokas
The Postman,1269,Kevin Costner
The Postman,883,Will Patton
The Postman,1771,Giovanni Ribisi
Babe: Pig in the City,2505,James Cromwell
Babe: Pig in the City,6199,Miriam Margolyes
Babe: Pig in the City,1331,Hugo Weaving
The Last Witch Hunter,12835,Vin Diesel
The Last Witch Hunter,109,Elijah Wood
The Last Witch Hunter,3895,Michael Caine
Red Planet,5576,Val Kilmer
Red Planet,4589,Benjamin Bratt
Red Planet,28641,Terence Stamp
Oceans,517,Pierce Brosnan
A Sound of Thunder,2282,Ben Kingsley
Pompeii,2628,Kiefer Sutherland
A Beautiful Mind,934,Russell Crowe
A Beautiful Mind,228,Ed Harris
A Beautiful Mind,6161,Jennifer Connelly
A Beautiful Mind,290,Christopher Plummer
A Beautiful Mind,6162,Paul Bettany
A Beautiful Mind,6164,Josh Lucas
The Lion King,4756,Matthew Broderick
The Lion King,15152,James Earl Jones
The Lion King,2395,Whoopi Goldberg
The Lion King,11159,Cheech Marin
The Lion King,12077,Jim Cummings
The Lion King,15831,Frank Welker
Journey 2: The Mysterious Island,18918,Dwayne Johnson
Journey 2: The Mysterious Island,40481,Luis Guzmán
Journey 2: The Mysterious Island,3895,Michael Caine
Cloudy with a Chance of Meatballs 2,19278,Bill Hader
Cloudy with a Chance of Meatballs 2,1772,Anna Faris
Cloudy with a Chance of Meatballs 2,3085,James Caan
Cloudy with a Chance of Meatballs 2,4589,Benjamin Bratt
Cloudy with a Chance of Meatballs 2,41686,Neil Patrick Harris
Cloudy with a Chance of Meatballs 2,53256,Terry Crews
Red Dragon,4173,Anthony Hopkins
Red Dragon,819,Edward Norton
Red Dragon,5469,Ralph Fiennes
Red Dragon,1037,Harvey Keitel
Red Dragon,1639,Emily Watson
Red Dragon,1233,Philip Seymour Hoffman
Hidalgo,110,Viggo Mortensen
Hidalgo,18999,J.K. Simmons
Jack and Jill,19292,Adam Sandler
Jack and Jill,3897,Katie Holmes
Jack and Jill,1158,Al Pacino
Jack and Jill,32907,Nick Swardson
Jack and Jill,85,Johnny Depp
2 Fast 2 Furious,8167,Paul Walker
2 Fast 2 Furious,8170,Eva Mendes
2 Fast 2 Furious,1736,James Remar
2 Fast 2 Furious,534,Mark Boone Junior
The Little Prince,1229,Jeff Bridges
The Little Prince,53714,Rachel McAdams
The Little Prince,22226,Paul Rudd
The Little Prince,17051,James Franco
The Little Prince,1121,Benicio del Toro
The Little Prince,13242,Paul Giamatti
The Invasion,2227,Nicole Kidman
The Invasion,8784,Daniel Craig
The Invasion,2954,Jeffrey Wright
The Invasion,1989,Celia Weston
The Adventures of Rocky & Bullwinkle,380,Robert De Niro
The Adventures of Rocky & Bullwinkle,1230,John Goodman
The Adventures of Rocky & Bullwinkle,2395,Whoopi Goldberg
The Secret Life of Pets,55638,Kevin Hart
The Secret Life of Pets,4581,Steve Coogan
The Secret Life of Pets,12077,Jim Cummings
The League of Extraordinary Gentlemen,738,Sean Connery
The League of Extraordinary Gentlemen,973,Jason Flemyng
Despicable Me 2,4495,Steve Carell
Despicable Me 2,41091,Kristen Wiig
Despicable Me 2,4589,Benjamin Bratt
Despicable Me 2,83586,Ken Jeong
Despicable Me 2,4581,Steve Coogan
Independence Day,2888,Will Smith
Independence Day,8984,Bill Pullman
Independence Day,4785,Jeff Goldblum
Independence Day,2535,Vivica A. Fox
Independence Day,8986,James Rebhorn
The Lost World: Jurassic Park,4785,Jeff Goldblum
The Lost World: Jurassic Park,1231,Julianne Moore
The Lost World: Jurassic Park,4935,Pete Postlethwaite
The Lost World: Jurassic Park,4937,Vince Vaughn
The Lost World: Jurassic Park,53,Peter Stormare
The Lost World: Jurassic Park,31028,Richard Schiff
Madagascar,7399,Ben Stiller
Madagascar,2632,Chris Rock
Madagascar,9575,Jada Pinkett Smith
Madagascar,5726,Cedric the Entertainer
Children of Men,3895,Michael Caine
Children of Men,1231,Julianne Moore
Children of Men,5294,Chiwetel Ejiofor
Children of Men,6413,Danny Huston
X-Men,2387,Patrick Stewart
X-Men,6968,Hugh Jackman
X-Men,1327,Ian McKellen
X-Men,4587,Halle Berry
X-Men,10696,Famke Janssen
X-Men,11006,James Marsden
X-Men,10690,Anna Paquin
Wanted,11701,Angelina Jolie
Wanted,192,Morgan Freeman
Wanted,28641,Terence Stamp
The Rock,738,Sean Connery
The Rock,2963,Nicolas Cage
The Rock,228,Ed Harris
The Rock,52,David Morse
The Rock,11885,John C. McGinley
Ice Age: The Meltdown,5723,John Leguizamo
Ice Age: The Meltdown,15758,Queen Latifah
Ice Age: The Meltdown,57599,Seann William Scott
Ice Age: The Meltdown,21200,Will Arnett
Ice Age: The Meltdown,17401,Stephen Root
50 First Dates,19292,Adam Sandler
50 First Dates,69597,Drew Barrymore
50 First Dates,707,Dan Aykroyd
50 First Dates,52792,Maya Rudolph
Hairspray,8891,John Travolta
Hairspray,1160,Michelle Pfeiffer
Hairspray,4690,Christopher Walken
Hairspray,11006,James Marsden
Hairspray,15758,Queen Latifah
Hairspray,19,Allison Janney
Exorcist: The Beginning,1640,Stellan Skarsgård
Inspector Gadget,4756,Matthew Broderick
Now You See Me,44735,Jesse Eisenberg
Now You See Me,103,Mark Ruffalo
Now You See Me,57755,Woody Harrelson
Now You See Me,3895,Michael Caine
Now You See Me,192,Morgan Freeman
Now You See Me,13550,Elias Koteas
Grown Ups,19292,Adam Sandler
Grown Ups,3136,Salma Hayek
Grown Ups,49,Maria Bello
Grown Ups,884,Steve Buscemi
Grown Ups,52792,Maya Rudolph
Grown Ups,2632,Chris Rock
The Terminal,31,Tom Hanks
The Terminal,1922,Catherine Zeta-Jones
The Terminal,2283,Stanley Tucci
The Terminal,8691,Zoe Saldana
Hotel for Dogs,1896,Don Cheadle
Vertical Limit,2053,Bill Paxton
Vertical Limit,349,Scott Glenn
Charlie Wilson's War,31,Tom Hanks
Charlie Wilson's War,1233,Philip Seymour Hoffman
Charlie Wilson's War,1204,Julia Roberts
Charlie Wilson's War,9273,Amy Adams
Charlie Wilson's War,81681,Denis O'Hare
Charlie Wilson's War,5081,Emily Blunt
Shark Tale,2888,Will Smith
Shark Tale,380,Robert De Niro
Shark Tale,9137,Renée Zellweger
Shark Tale,70851,Jack Black
Shark Tale,11701,Angelina Jolie
Dreamgirls,134,Jamie Foxx
Dreamgirls,776,Eddie Murphy
Dreamgirls,2047,Danny Glover
Dreamgirls,12074,John Lithgow
Dreamgirls,17697,John Krasinski
Be Cool,8891,John Travolta
Be Cool,4937,Vince Vaughn
Be Cool,5726,Cedric the Entertainer
Be Cool,1037,Harvey Keitel
Be Cool,18918,Dwayne Johnson
Be Cool,518,Danny DeVito
Be Cool,4512,James Woods
Munich,8784,Daniel Craig
Munich,8785,Ciarán Hinds
Munich,118,Geoffrey Rush
Tears of the Sun,62,Bruce Willis
Killers,18976,Ashton Kutcher
Killers,11514,Catherine O'Hara
Killers,71403,Rob Riggle
The Man from U.N.C.L.E.,3291,Hugh Grant
Spanglish,19292,Adam Sandler
Spanglish,9599,Cloris Leachman
Monster House,884,Steve Buscemi
Monster House,11514,Catherine O'Hara
Monster House,20753,Fred Willard
Monster House,1579,Maggie Gyllenhaal
Monster House,11662,Jason Lee
Bandits,62,Bruce Willis
Bandits,879,Billy Bob Thornton
Bandits,112,Cate Blanchett
First Knight,738,Sean Connery
First Knight,1205,Richard Gere
Immortals,2295,Mickey Rourke
Immortals,5049,John Hurt
Hostage,62,Bruce Willis
Hostage,7166,Kevin Pollak
Hostage,11107,Ben Foster
Titan A.E.,1892,Matt Damon
Titan A.E.,8984,Bill Pullman
Titan A.E.,69597,Drew Barrymore
Titan A.E.,5723,John Leguizamo
Titan A.E.,2372,Ron Perlman
Hollywood Homicide,3,Harrison Ford
Hollywood Homicide,2299,Josh Hartnett
Hollywood Homicide,21089,Bruce Greenwood
Hollywood Homicide,65827,Keith David
Hollywood Homicide,2641,Martin Landau
Soldier,6856,Kurt Russell
Soldier,11355,Jason Isaacs
Carriers,62064,Chris Pine
Monkeybone,18269,Brendan Fraser
Monkeybone,1241,John Turturro
Monkeybone,4808,Giancarlo Esposito
Monkeybone,2395,Whoopi Goldberg
Flight of the Phoenix,6065,Dennis Quaid
Flight of the Phoenix,1771,Giovanni Ribisi
Unbreakable,62,Bruce Willis
Unbreakable,2231,Samuel L. Jackson
Unbreakable,32,Robin Wright
Minions,18277,Sandra Bullock
Minions,2232,Michael Keaton
Minions,19,Allison Janney
Minions,4581,Steve Coogan
Minions,118,Geoffrey Rush
Minions,4495,Steve Carell
Sucker Punch,20089,Jena Malone
Sucker Punch,17832,Carla Gugino
Sucker Punch,25072,Oscar Isaac
Sucker Punch,349,Scott Glenn
Snake Eyes,2963,Nicolas Cage
Snake Eyes,11512,John Heard
Snake Eyes,17832,Carla Gugino
Snake Eyes,40481,Luis Guzmán
Sphere,4483,Dustin Hoffman
Sphere,2231,Samuel L. Jackson
Sphere,23626,Liev Schreiber
Sphere,15758,Queen Latifah
The Angry Birds Movie,62862,Danny McBride
The Angry Birds Movie,52792,Maya Rudolph
The Angry Birds Movie,19278,Bill Hader
The Angry Birds Movie,2228,Sean Penn
Fool's Gold,10297,Matthew McConaughey
Fool's Gold,11661,Kate Hudson
Fool's Gold,55636,Donald Sutherland
Fool's Gold,55638,Kevin Hart
Fool's Gold,5538,Ray Winstone
Funny People,19292,Adam Sandler
Funny People,19274,Seth Rogen
Funny People,41087,Leslie Mann
Funny People,21007,Jonah Hill
The Kingdom,134,Jamie Foxx
The Kingdom,9278,Jennifer Garner
The Kingdom,2955,Chris Cooper
The Kingdom,23532,Jason Bateman
The Kingdom,12799,Jeremy Piven
The Kingdom,28633,Richard Jenkins
The Kingdom,6413,Danny Huston
Talladega Nights: The Ballad of Ricky Bobby,23659,Will Ferrell
Talladega Nights: The Ballad of Ricky Bobby,4764,John C. Reilly
Talladega Nights: The Ballad of Ricky Bobby,61981,Michael Clarke Duncan
Talladega Nights: The Ballad of Ricky Bobby,9273,Amy Adams
Talladega Nights: The Ballad of Ricky Bobby,43775,Jane Lynch
Talladega Nights: The Ballad of Ricky Bobby,28640,Molly Shannon
Talladega Nights: The Ballad of Ricky Bobby,28638,David Koechner
Dr. Dolittle 2,776,Eddie Murphy
Dr. Dolittle 2,1100,Arnold Schwarzenegger
Dr. Dolittle 2,212,David Cross
Dr. Dolittle 2,51944,Mike Epps
Dr. Dolittle 2,6213,Jamie Kennedy
Dr. Dolittle 2,5726,Cedric the Entertainer
Braveheart,2461,Mel Gibson
Braveheart,2039,Brendan Gleeson
Braveheart,1248,Brian Cox
Jarhead,134,Jamie Foxx
Jarhead,131,Jake Gyllenhaal
Jarhead,133,Peter Sarsgaard
Jarhead,2955,Chris Cooper
Jarhead,17697,John Krasinski
The Simpsons Movie,5587,Hank Azaria
The Simpsons Movie,31,Tom Hanks
The Majestic,206,Jim Carrey
The Majestic,2641,Martin Landau
The Majestic,12438,Bob Balaban
The Majestic,11357,Bruce Campbell
The Majestic,1892,Matt Damon
Driven,16483,Sylvester Stallone
Two Brothers,529,Guy Pearce
The Village,73421,Joaquin Phoenix
The Village,227,William Hurt
The Village,10205,Sigourney Weaver
The Village,2039,Brendan Gleeson
The Village,1989,Celia Weston
The Village,20750,Judy Greer
The Village,44735,Jesse Eisenberg
Doctor Dolittle,776,Eddie Murphy
Doctor Dolittle,17485,Oliver Platt
Doctor Dolittle,31028,Richard Schiff
Doctor Dolittle,4175,Jeffrey Tambor
Doctor Dolittle,5151,Beth Grant
Signs,2461,Mel Gibson
Signs,73421,Joaquin Phoenix
Signs,17140,Abigail Breslin
Shrek 2,776,Eddie Murphy
Shrek 2,6941,Cameron Diaz
Shrek 2,3131,Antonio Banderas
Shrek 2,8930,John Cleese
Cars,887,Owen Wilson
Cars,4252,Tony Shalhoub
Cars,11159,Cheech Marin
Cars,2232,Michael Keaton
Cars,12799,Jeremy Piven
Runaway Bride,1204,Julia Roberts
Runaway Bride,1205,Richard Gere
Runaway Bride,3234,Joan Cusack
Runaway Bride,10825,Donal Logue
Runaway Bride,1211,Larry Miller
xXx,12835,Vin Diesel
xXx,2231,Samuel L. Jackson
xXx,11160,Danny Trejo
xXx,20982,Marton Csokas
The SpongeBob Movie: Sponge Out of Water,3131,Antonio Banderas
Ransom,2461,Mel Gibson
Ransom,18792,Delroy Lindo
Ransom,23626,Liev Schreiber
Ransom,6486,Dan Hedaya
Inglourious Basterds,287,Brad Pitt
Inglourious Basterds,17288,Michael Fassbender
Hook,2157,Robin Williams
Hook,4483,Dustin Hoffman
Hook,1204,Julia Roberts
Hook,382,Bob Hoskins
Hook,10978,Maggie Smith
Hook,12052,Gwyneth Paltrow
Die Hard 2,62,Bruce Willis
Die Hard 2,6573,William Sadler
Die Hard 2,418,Robert Patrick
Die Hard 2,5723,John Leguizamo
S.W.A.T.,2231,Samuel L. Jackson
S.W.A.T.,72466,Colin Farrell
S.W.A.T.,17604,Jeremy Renner
S.W.A.T.,6944,Octavia Spencer
Vanilla Sky,500,Tom Cruise
Vanilla Sky,955,Penélope Cruz
Vanilla Sky,6941,Cameron Diaz
Vanilla Sky,6856,Kurt Russell
Vanilla Sky,11662,Jason Lee
Vanilla Sky,9191,Timothy Spall
Vanilla Sky,3063,Tilda Swinton
Vanilla Sky,335,Michael Shannon
Lady in the Water,13242,Paul Giamatti
Lady in the Water,2954,Jeffrey Wright
Lady in the Water,12438,Bob Balaban
Alvin and the Chipmunks: The Squeakquel,212,David Cross
Alvin and the Chipmunks: The Squeakquel,11662,Jason Lee
Alvin and the Chipmunks: The Squeakquel,15033,Justin Long
Alvin and the Chipmunks: The Squeakquel,56322,Amy Poehler
Alvin and the Chipmunks: The Squeakquel,1772,Anna Faris
Alvin and the Chipmunks: The Squeakquel,18979,Christina Applegate
We Were Soldiers,2461,Mel Gibson
We Were Soldiers,17141,Greg Kinnear
We Were Soldiers,16431,Sam Elliott
We Were Soldiers,12834,Barry Pepper
We Were Soldiers,9048,Clark Gregg
Olympus Has Fallen,17276,Gerard Butler
Olympus Has Fallen,6383,Aaron Eckhart
Olympus Has Fallen,9780,Angela Bassett
Olympus Has Fallen,192,Morgan Freeman
Olympus Has Fallen,6832,Melissa Leo
Olympus Has Fallen,5694,Robert Forster
Olympus Has Fallen,15852,Ashley Judd
Star Trek: Insurrection,2387,Patrick Stewart
Battle: Los Angeles,6383,Aaron Eckhart
Battle: Los Angeles,454,Michael Peña
Big Fish,3061,Ewan McGregor
Big Fish,1283,Helena Bonham Carter
Big Fish,1294,Missi Pyle
Big Fish,884,Steve Buscemi
Big Fish,518,Danny DeVito
Wolf,514,Jack Nicholson
Wolf,290,Christopher Plummer
Wolf,1160,Michelle Pfeiffer
Wolf,28633,Richard Jenkins
Wolf,19,Allison Janney
War Horse,20286,Toby Kebbell
War Horse,1639,Emily Watson
War Horse,11207,David Thewlis
War Horse,1665,Eddie Marsan
The Monuments Men,1892,Matt Damon
The Monuments Men,112,Cate Blanchett
The Monuments Men,1461,George Clooney
The Monuments Men,1532,Bill Murray
The Monuments Men,1230,John Goodman
The Monuments Men,12438,Bob Balaban
The Abyss,228,Ed Harris
Wall Street: Money Never Sleeps,3392,Michael Douglas
Wall Street: Money Never Sleeps,10959,Shia LaBeouf
Wall Street: Money Never Sleeps,16851,Josh Brolin
Wall Street: Money Never Sleeps,8924,Frank Langella
Wall Street: Money Never Sleeps,4038,Susan Sarandon
Wall Street: Money Never Sleeps,6952,Charlie Sheen
Dracula Untold,4391,Charles Dance
The Siege,5292,Denzel Washington
The Siege,62,Bruce Willis
The Siege,4252,Tony Shalhoub
Stardust,1160,Michelle Pfeiffer
Stardust,380,Robert De Niro
Stardust,973,Jason Flemyng
Stardust,2983,Mark Strong
Seven Years in Tibet,287,Brad Pitt
Seven Years in Tibet,11207,David Thewlis
The Dilemma,4937,Vince Vaughn
The Dilemma,1920,Winona Ryder
The Dilemma,6161,Jennifer Connelly
The Dilemma,15758,Queen Latifah
The Dilemma,38673,Channing Tatum
Bad Company,4173,Anthony Hopkins
Bad Company,2632,Chris Rock
Bad Company,53,Peter Stormare
Bad Company,11703,Kerry Washington
Doom,18918,Dwayne Johnson
Doom,1372,Karl Urban
I Spy,776,Eddie Murphy
I Spy,887,Owen Wilson
I Spy,10696,Famke Janssen
I Spy,56890,Malcolm McDowell
Underworld: Awakening,3967,Kate Beckinsale
Underworld: Awakening,4391,Charles Dance
Rock of Ages,500,Tom Cruise
Rock of Ages,7447,Alec Baldwin
Rock of Ages,13242,Paul Giamatti
Rock of Ages,1922,Catherine Zeta-Jones
Hart's War,62,Bruce Willis
Hart's War,72466,Colin Farrell
Hart's War,18288,Terrence Howard
Killer Elite,976,Jason Statham
Killer Elite,380,Robert De Niro
Rollerball,1003,Jean Reno
Ballistic: Ecks vs. Sever,3131,Antonio Banderas
Ballistic: Ecks vs. Sever,140,Lucy Liu
Hard Rain,192,Morgan Freeman
Hard Rain,2224,Christian Slater
Osmosis Jones,2632,Chris Rock
Osmosis Jones,2975,Laurence Fishburne
Osmosis Jones,1532,Bill Murray
Osmosis Jones,28640,Molly Shannon
Osmosis Jones,1748,William Shatner
Legends of Oz: Dorothy's Return,707,Dan Aykroyd
Legends of Oz: Dorothy's Return,2387,Patrick Stewart
Legends of Oz: Dorothy's Return,17485,Oliver Platt
Blackhat,74568,Chris Hemsworth
Blackhat,19492,Viola Davis
Sky Captain and the World of Tomorrow,9642,Jude Law
Sky Captain and the World of Tomorrow,12052,Gwyneth Paltrow
Sky Captain and the World of Tomorrow,1771,Giovanni Ribisi
Sky Captain and the World of Tomorrow,11701,Angelina Jolie
Sky Captain and the World of Tomorrow,5658,Michael Gambon
Basic Instinct 2,11207,David Thewlis
Escape Plan,16483,Sylvester Stallone
Escape Plan,1100,Arnold Schwarzenegger
Escape Plan,7132,Vincent D'Onofrio
Escape Plan,4783,Sam Neill
The Legend of Hercules,1118,Rade Serbedzija
The Sum of All Fears,880,Ben Affleck
The Sum of All Fears,192,Morgan Freeman
The Sum of All Fears,2505,James Cromwell
The Sum of All Fears,23626,Liev Schreiber
The Sum of All Fears,14888,Bruce McGill
The Sum of All Fears,4492,Philip Baker Hall
The Sum of All Fears,8785,Ciarán Hinds
The Sum of All Fears,10132,Colm Feore
The Twilight Saga: Eclipse,37917,Kristen Stewart
The Twilight Saga: Eclipse,501,Dakota Fanning
The Score,380,Robert De Niro
The Score,819,Edward Norton
The Score,9780,Angela Bassett
Despicable Me,4495,Steve Carell
Despicable Me,21200,Will Arnett
Despicable Me,41091,Kristen Wiig
Despicable Me,62862,Danny McBride
Despicable Me,83586,Ken Jeong
Money Train,57755,Woody Harrelson
Money Train,16866,Jennifer Lopez
Money Train,2955,Chris Cooper
Ted 2,13240,Mark Wahlberg
Ted 2,71070,Amanda Seyfried
Ted 2,1771,Giovanni Ribisi
Ted 2,192,Morgan Freeman
Ted 2,9657,Patrick Warburton
Ted 2,3911,John Carroll Lynch
Ted 2,3896,Liam Neeson
Ted 2,2387,Patrick Stewart
Agora,3293,Rachel Weisz
Agora,25072,Oscar Isaac
Mystery Men,7399,Ben Stiller
Mystery Men,118,Geoffrey Rush
Mystery Men,3905,William H. Macy
Mystery Men,5587,Hank Azaria
Mystery Men,17141,Greg Kinnear
Hall Pass,887,Owen Wilson
Hall Pass,18979,Christina Applegate
Hall Pass,28633,Richard Jenkins
The Insider,1158,Al Pacino
The Insider,934,Russell Crowe
The Insider,290,Christopher Plummer
The Insider,14888,Bruce McGill
The Insider,4492,Philip Baker Hall
The Insider,10132,Colm Feore
The Insider,5658,Michael Gambon
The Insider,7248,Cliff Curtis
The Finest Hours,62064,Chris Pine
The Finest Hours,1893,Casey Affleck
The Finest Hours,11107,Ben Foster
Body of Lies,6193,Leonardo DiCaprio
Body of Lies,934,Russell Crowe
Body of Lies,2983,Mark Strong
Body of Lies,25072,Oscar Isaac
Dinner for Schmucks,4495,Steve Carell
Dinner for Schmucks,22226,Paul Rudd
Dinner for Schmucks,58225,Zach Galifianakis
Dinner for Schmucks,21089,Bruce Greenwood
Dinner for Schmucks,6944,Octavia Spencer
Abraham Lincoln: Vampire Hunter,53650,Anthony Mackie
Abraham Lincoln: Vampire Hunter,20982,Marton Csokas
Abraham Lincoln: Vampire Hunter,21088,Alan Tudyk
Entrapment,738,Sean Connery
Entrapment,1922,Catherine Zeta-Jones
Entrapment,883,Will Patton
Entrapment,10182,Ving Rhames
Entrapment,2449,Kevin McNally
The X Files,2641,Martin Landau
The Last Legion,5472,Colin Firth
The Last Legion,2282,Ben Kingsley
Saving Private Ryan,31,Tom Hanks
Saving Private Ryan,1892,Matt Damon
Saving Private Ryan,12835,Vin Diesel
Saving Private Ryan,12834,Barry Pepper
Saving Private Ryan,1771,Giovanni Ribisi
Saving Private Ryan,13242,Paul Giamatti
Need for Speed,2232,Michael Keaton
What Women Want,2461,Mel Gibson
What Women Want,3141,Marisa Tomei
What Women Want,20750,Judy Greer
Ice Age,5723,John Leguizamo
Ice Age,70851,Jack Black
Ice Age,5726,Cedric the Entertainer
Ice Age,17401,Stephen Root
Ice Age,21088,Alan Tudyk
Dreamcatcher,192,Morgan Freeman
Dreamcatcher,11155,Thomas Jane
Dreamcatcher,11662,Jason Lee
Dreamcatcher,18082,Timothy Olyphant
Lincoln,11064,David Strathairn
Lincoln,24045,Joseph Gordon-Levitt
Lincoln,2176,Tommy Lee Jones
Lincoln,14888,Bruce McGill
Lincoln,1462,Tim Blake Nelson
Lincoln,16861,John Hawkes
The Matrix,6384,Keanu Reeves
The Matrix,2975,Laurence Fishburne
The Matrix,1331,Hugo Weaving
Apollo 13,31,Tom Hanks
Apollo 13,2053,Bill Paxton
Apollo 13,4724,Kevin Bacon
Apollo 13,228,Ed Harris
The Santa Clause 2,38582,David Krumholtz
The Santa Clause 2,7166,Kevin Pollak
The Santa Clause 2,28640,Molly Shannon
Les Misérables,6968,Hugh Jackman
Les Misérables,934,Russell Crowe
Les Misérables,1813,Anne Hathaway
Les Misérables,71070,Amanda Seyfried
Les Misérables,1283,Helena Bonham Carter
You've Got Mail,31,Tom Hanks
You've Got Mail,17141,Greg Kinnear
You've Got Mail,7489,Parker Posey
You've Got Mail,18324,Steve Zahn
Step Brothers,23659,Will Ferrell
Step Brothers,4764,John C. Reilly
Step Brothers,2453,Mary Steenburgen
Step Brothers,28633,Richard Jenkins
Step Brothers,36801,Adam Scott
Step Brothers,17696,Kathryn Hahn
Step Brothers,71403,Rob Riggle
Step Brothers,19274,Seth Rogen
Step Brothers,83586,Ken Jeong
The Mask of Zorro,3131,Antonio Banderas
The Mask of Zorro,4173,Anthony Hopkins
The Mask of Zorro,1922,Catherine Zeta-Jones
Due Date,3223,Robert Downey Jr.
Due Date,58225,Zach Galifianakis
Due Date,11705,Michelle Monaghan
Due Date,134,Jamie Foxx
Due Date,62862,Danny McBride
Due Date,6952,Charlie Sheen
Space Cowboys,190,Clint Eastwood
Space Cowboys,2176,Tommy Lee Jones
Space Cowboys,55636,Donald Sutherland
Space Cowboys,2505,James Cromwell
Space Cowboys,4726,Marcia Gay Harden
Space Cowboys,1118,Rade Serbedzija
Cliffhanger,16483,Sylvester Stallone
Cliffhanger,12074,John Lithgow
Cliffhanger,12132,Michael Rooker
Broken Arrow,8891,John Travolta
Broken Arrow,2224,Christian Slater
Broken Arrow,18792,Delroy Lindo
The Kid,62,Bruce Willis
The Kid,1246,Emily Mortimer
The Kid,55536,Melissa McCarthy
World Trade Center,2963,Nicolas Cage
World Trade Center,49,Maria Bello
World Trade Center,1579,Maggie Gyllenhaal
World Trade Center,454,Michael Peña
World Trade Center,335,Michael Shannon
World Trade Center,19492,Viola Davis
Mona Lisa Smile,1204,Julia Roberts
Mona Lisa Smile,205,Kirsten Dunst
Mona Lisa Smile,12041,Julia Stiles
Mona Lisa Smile,1579,Maggie Gyllenhaal
Mona Lisa Smile,4726,Marcia Gay Harden
The Dictator,1772,Anna Faris
The Dictator,4764,John C. Reilly
The Dictator,2282,Ben Kingsley
The Dictator,17696,Kathryn Hahn
Eyes Wide Shut,500,Tom Cruise
Eyes Wide Shut,2227,Nicole Kidman
Eyes Wide Shut,10697,Alan Cumming
Eyes Wide Shut,1118,Rade Serbedzija
Annie,134,Jamie Foxx
Annie,9827,Rose Byrne
Annie,6941,Cameron Diaz
Annie,21127,Bobby Cannavale
Annie,18976,Ashton Kutcher
Focus,2888,Will Smith
This Means War,368,Reese Witherspoon
This Means War,62064,Chris Pine
This Means War,9780,Angela Bassett
Blade: Trinity,10823,Kris Kristofferson
Blade: Trinity,10859,Ryan Reynolds
Blade: Trinity,7489,Parker Posey
Blade: Trinity,8265,John Michael Higgins
Blade: Trinity,1736,James Remar
Red Dawn,6952,Charlie Sheen
Red Dawn,5048,Harry Dean Stanton
Primary Colors,8891,John Travolta
Primary Colors,7056,Emma Thompson
Primary Colors,879,Billy Bob Thornton
Primary Colors,8534,Kathy Bates
Primary Colors,19,Allison Janney
Primary Colors,4252,Tony Shalhoub
